url,beds,city,date,size,type,baths,price,neighborhood,size_numeric,price_per_sqft,bed_bath_ratio,is_apartment,is_villa,is_land
https://www.99acres.com/srushti-kudasan-gandhinagar-npxid-r383515,2.0,Gandhinagar,2025-02-19,1503-3915 sqft,"2, 3, 4 BHK Apartment",0,7014000.0,Kudasan,1503.0,4666.666663561765,2000000.0,1,0,0
https://www.99acres.com/ekarth-sarvam-koba-gandhinagar-npxid-r428573,4.0,Gandhinagar,2025-02-19,6750-7560 sqft,"4, 5 BHK Apartment",0,0.0,Koba,6750.0,0.0,4000000.0,1,0,0
https://www.99acres.com/shilp-north-sky-gift-city-gandhinagar-npxid-r406643,2.0,Gandhinagar,2025-02-19,1325-4717 sqft,"2, 3, 4 BHK Apartment",0,12200000.0,Gift City,1325.0,9207.547162862227,2000000.0,1,0,0
https://www.99acres.com/residential-land-plot-for-sale-in-kanyakumari-121-sq-yard-spid-C79440309,0.0,Kanyakumari,2025-02-17,1090 sqft,Plot/Land,0,4000000.0,"Near Shri Shirdi Sai Baba Temple, Pothayadi junction.",1090.0,3669.7247672754816,0.0,0,0,1
https://www.99acres.com/residential-land-plot-for-sale-in-azad-nagar-madhavalayam-kanyakumari-339-sq-yard-spid-R79917611,0.0,Kanyakumari,2025-02-05,3049 sqft,Plot/Land,0,6300000.0,"Madhavalayam, Azad Nagar",3049.0,2066.2512292337647,0.0,0,0,1
https://www.99acres.com/residential-land-plot-for-sale-in-thiruppathisaram-kanyakumari-48-sq-yard-spid-C79621191,0.0,Kanyakumari,2025-02-02,435 sqft,Plot/Land,0,1100000.0,Thiruppathisaram,435.0,2528.735626370723,0.0,0,0,1
https://www.99acres.com/residential-land-plot-for-sale-in-putheri-kanyakumari-242-sq-yard-spid-N79629105,0.0,Kanyakumari,2025-02-02,2178 sqft,Plot/Land,0,4000000.0,Putheri,2178.0,1836.5472902495192,0.0,0,0,1
https://www.99acres.com/residential-land-plot-for-sale-in-thuckalay-kanyakumari-439-sq-yard-spid-K80381775,0.0,Kanyakumari,2025-02-18,3950 sqft,Plot/Land,0,13500000.0,Thuckalay,3950.0,3417.721518122096,0.0,0,0,1
https://www.99acres.com/residential-land-plot-for-sale-in-kulasekharam-kanyakumari-290-sq-yard-spid-G80376215,0.0,Kanyakumari,2025-02-18,2613 sqft,Plot/Land,0,3600000.0,Kulasekharam,2613.0,1377.7267503338207,0.0,0,0,1
https://www.99acres.com/residential-land-plot-for-sale-in-marthandam-kanyakumari-1111-sq-yard-spid-X80321373,0.0,Kanyakumari,2025-02-16,10000 sqft,Plot/Land,0,45018000.0,Marthandam,10000.0,4501.799999549819,0.0,0,0,1
https://www.99acres.com/residential-land-plot-for-sale-in-mandaikadu-kanyakumari-629-sq-yard-spid-N80300531,0.0,Kanyakumari,2025-02-15,5662 sqft,Plot/Land,0,5460000.0,Mandaikadu,5662.0,964.3235604089855,0.0,0,0,1
https://www.99acres.com/residential-land-plot-for-sale-in-thuckalay-kanyakumari-242-sq-yard-spid-V80241639,0.0,Kanyakumari,2025-02-15,2178 sqft,Plot/Land,0,3000000.0,Thuckalay,2178.0,1377.4104676871395,0.0,0,0,1
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-marthandam-kanyakumari-3800-sq-ft-spid-G80215947,3.0,Kanyakumari,2025-02-12,3800 sqft,House,2,10000000.0,Marthandam,3800.0,2631.5789466759,1.499999250000375,0,1,0
https://www.99acres.com/residential-land-plot-for-sale-in-sulur-coimbatore-319-sq-yard-r2-spid-H77649167,0.0,Coimbatore,2025-02-19,2874 sqft,Residential land / Plot,0,1998000.0,Sulur,2874.0,695.1983296119699,0.0,0,0,1
https://www.99acres.com/residential-land-plot-for-sale-in-ettimadai-coimbatore-147-sq-yard-spid-D79347859,0.0,Coimbatore,2025-02-19,1321 sqft,Residential land / Plot,0,7678000.0,Ettimadai,1321.0,5812.263432390413,0.0,0,0,1
https://www.99acres.com/green-field-crystal-gateway-sulur-coimbatore-npxid-r439016,2.0,Coimbatore,2025-02-19,Varies,"2, 3, 4 BHK Villa, Land",0,1240000.0,Sulur,,,2000000.0,0,1,1
https://www.99acres.com/royal-kalpataru-ganapathy-coimbatore-npxid-r275677,4.0,Coimbatore,2025-02-19,Varies,"4, 5 BHK Villa",0,25100000.0,Ganapathy,,,4000000.0,0,1,0
https://www.99acres.com/harish-bhairav-vellakinar-coimbatore-npxid-r398187,2.0,Coimbatore,2025-02-19,Varies,"2, 3 BHK Villa",0,1500000.0,Vellakinar,,,2000000.0,0,1,0
https://www.99acres.com/rks-shivom-sulur-coimbatore-npxid-r409009,2.0,Coimbatore,2025-02-19,Varies,"2, 3 BHK Villa, Land",0,948000.0,Sulur,,,2000000.0,0,1,1
https://www.99acres.com/trisquare-amber-gn-mills-coimbatore-npxid-r430125,3.0,Coimbatore,2025-02-19,Varies,"3, 4, 5 BHK Villa",0,23000000.0,GN Mills,,,3000000.0,0,1,0
https://www.99acres.com/vsks-aira-singanallur-coimbatore-npxid-r397871,2.0,Coimbatore,2025-02-19,Varies,"2, 3, 4 BHK Apartment",0,880000.0,Singanallur,,,2000000.0,1,0,0
https://www.99acres.com/golden-town-karamadai-coimbatore-npxid-r439297,0.0,Coimbatore,2025-02-19,Varies,Land,0,1859000.0,Karamadai,,,0.0,0,0,1
https://www.99acres.com/skm-indraprastha-residency-thudiyalur-coimbatore-npxid-r421314,3.0,Coimbatore,2025-02-19,Varies,"3, 4 BHK Villa",0,8232000.0,Thudiyalur,,,3000000.0,0,1,0
https://www.99acres.com/residential-land-plot-for-sale-in-penamaluru-vijayawada-167-sq-yard-r13-spid-J63431142,0.0,Vijayawada,2025-02-19,1503 sqft,Residential land / Plot,0,2004000.0,Penamaluru,1503.0,1333.3333324462185,0.0,0,0,1
https://www.99acres.com/residential-land-plot-for-sale-in-penamaluru-vijayawada-183-sq-yard-r13-spid-B63431288,0.0,Vijayawada,2025-02-19,1647 sqft,Residential land / Plot,0,2196000.0,Penamaluru,1647.0,1333.3333325237804,0.0,0,0,1
https://www.99acres.com/alekhya-grand-sri-ramachandra-nagar-vijayawada-npxid-r425422,4.0,Vijayawada,2025-02-19,3258 - 4122 sqft,4 BHK Apartment,0,26700000.0,Sri Ramachandra Nagar,3258.0,8195.211783856596,4000000.0,1,0,0
https://www.99acres.com/aiswarya-gateway-pamarru-vijayawada-npxid-r439430,0.0,Vijayawada,2025-02-19,1215.46 - 2702.6 sqft,Land,0,1350000.0,Pamarru,1215.0,1111.1111101966162,0.0,0,0,1
https://www.99acres.com/fugen-royal-infinia-ramavarappadu-vijayawada-npxid-r436943,0.0,Vijayawada,2025-02-19,2124 - 7119 sqft,Land,0,7552000.0,Ramavarappadu,2124.0,3555.555553881565,0.0,0,0,1
https://www.99acres.com/sree-hemadurga-jewel-county-gannavaram-vijayawada-npxid-r295973,2.0,Vijayawada,2025-02-19,801.62 - 1108.17 sqft,"2, 3 BHK Apartment",2,5065000.0,Gannavaram,801.0,6323.345809833526,0.99999950000025,1,0,0
https://www.99acres.com/vasishta-olympia-poranki-vijayawada-npxid-r423035,3.0,Vijayawada,2025-02-19,2800 - 4000 sqft,"3, 4 BHK Apartment",0,0.0,Poranki,2800.0,0.0,3000000.0,1,0,0
https://www.99acres.com/badris-jishnu-nivas-tadigadapa-vijayawada-npxid-r423265,2.0,Vijayawada,2025-02-19,1275 - 3141 sqft,"2, 3 BHK Apartment",0,0.0,Tadigadapa,1275.0,0.0,2000000.0,1,0,0
